michelin_3356+tripadvisor_22515,0.5
michelin_1088+tripadvisor_80333+tripadvisor_75181+tripadvisor_75378+tripadvisor_72035+tripadvisor_72335+tripadvisor_80401,0.5
tripadvisor_52858+tripadvisor_58694+michelin_5144+tripadvisor_53742,0.5
tripadvisor_87200+michelin_5705+tripadvisor_87169,0.5
michelin_5711+tripadvisor_88988,0.5
michelin_774+tripadvisor_99,0.5
michelin_153+tripadvisor_91920,0.5
tripadvisor_331+tripadvisor_255+tripadvisor_71+tripadvisor_150+tripadvisor_670+tripadvisor_1139+tripadvisor_2534+tripadvisor_779+tripadvisor_459+tripadvisor_1023+tripadvisor_2366+tripadvisor_85+tripadvisor_79+tripadvisor_147+michelin_175+tripadvisor_799+tripadvisor_666,0.5
tripadvisor_94111+michelin_360+tripadvisor_97112,0.5
michelin_1102+michelin_3820+tripadvisor_78931,0.5
tripadvisor_71600+tripadvisor_71518+michelin_1407,0.5
tripadvisor_56367+michelin_5148,0.5
tripadvisor_22567+michelin_146,0.5
tripadvisor_70346+michelin_1092,0.5
tripadvisor_696+michelin_3537,0.5
michelin_1498+tripadvisor_79658,0.5
tripadvisor_74629+michelin_3858,0.5
michelin_4211+tripadvisor_73048,0.5
michelin_1098+tripadvisor_70640,0.5
tripadvisor_72480+michelin_4154,0.5
michelin_1131+tripadvisor_71065,0.5
michelin_1144+tripadvisor_50396,0.5
michelin_3364+tripadvisor_24066,0.5
tripadvisor_2162+tripadvisor_29+tripadvisor_2380+tripadvisor_388+michelin_832+tripadvisor_1677+tripadvisor_2710+tripadvisor_129+tripadvisor_1752+tripadvisor_21+tripadvisor_2362+tripadvisor_2890,0.5
michelin_4026+tripadvisor_50789,0.5
tripadvisor_91833+michelin_703,0.5
michelin_2736+tripadvisor_63398,0.5
tripadvisor_77908+tripadvisor_72694+michelin_220,0.5
tripadvisor_18372+michelin_197,0.5
tripadvisor_3051+michelin_5727,0.5
michelin_2268+tripadvisor_53269,0.5
michelin_255+tripadvisor_50387,0.5
tripadvisor_50371+michelin_242,0.5
michelin_686+tripadvisor_22512,0.5
tripadvisor_91837+michelin_3361,0.5
michelin_3885+tripadvisor_72786,0.5
michelin_7+tripadvisor_92050,0.5
tripadvisor_69940+tripadvisor_74167+tripadvisor_77803+michelin_1072,0.5
tripadvisor_80860+michelin_1496+tripadvisor_70191+tripadvisor_71221,0.5
tripadvisor_55132+tripadvisor_56639+michelin_2272+tripadvisor_53038,0.5
michelin_17+tripadvisor_70301,0.5
tripadvisor_94919+michelin_1979,0.5
michelin_3433+tripadvisor_926,0.5
michelin_235+tripadvisor_70238,0.5
michelin_5712+tripadvisor_87956,0.5
michelin_2124+tripadvisor_33729,0.5
michelin_1066+tripadvisor_70346+michelin_1092+tripadvisor_70300,0.5
tripadvisor_70031+michelin_15,0.5
tripadvisor_70216+michelin_1103,0.5
tripadvisor_73130+michelin_3845,0.5
michelin_2813+tripadvisor_82457,0.5
tripadvisor_70337+michelin_3839,0.5
tripadvisor_70261+michelin_1053,0.5
tripadvisor_70898+michelin_1069+tripadvisor_70390,0.5
tripadvisor_77419+tripadvisor_70450+michelin_3890,0.5
tripadvisor_5+tripadvisor_341+tripadvisor_2788+tripadvisor_1610+tripadvisor_1279+tripadvisor_192+tripadvisor_1860+tripadvisor_96+tripadvisor_1780+michelin_828+tripadvisor_204,0.5
michelin_3837+tripadvisor_69977,0.5
michelin_18+tripadvisor_69929,0.5
tripadvisor_71326+tripadvisor_80582+tripadvisor_76840+michelin_1083+tripadvisor_76612,0.5
tripadvisor_70328+michelin_4187,0.5
michelin_1036+tripadvisor_71958,0.5
michelin_1422+tripadvisor_69937,0.5
tripadvisor_57566+tripadvisor_58316+michelin_5141+tripadvisor_53458,0.5
tripadvisor_96800+tripadvisor_94259+michelin_4674+tripadvisor_95774+michelin_361,0.5
tripadvisor_52768+michelin_414,0.5
michelin_5685+tripadvisor_60937,0.5
michelin_2266+tripadvisor_55392+tripadvisor_60079+tripadvisor_59403,0.5
tripadvisor_71260+michelin_1052,0.5
michelin_4214+tripadvisor_76203,0.5
